CustomerID,ChurnProbability,RetentionProbability,CustomerHealthScore,ExpectedLifetimeValue,RiskCategory,RecommendedAction,ActionReasoning,CustomerSegment,HealthBand
12415,0.0725863558109141,0.9274136441890859,91.34,30193.49,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14258,0.07309835581091406,0.9269016441890859,89.3,32768.68,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12921,0.01681435581091406,0.9831856441890859,98.26,33812.7,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14527,0.011870355810914113,0.9881296441890859,98.92,33791.65,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14606,0.014122355810914144,0.9858776441890859,98.46,32385.29,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13767,0.02464235581091412,0.9753576441890859,97.0,31930.17,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17675,0.01913435581091405,0.980865644189086,97.82,31122.94,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15856,0.01649035581091407,0.9835096441890859,98.63,30874.79,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
18008,0.09113835581091412,0.9088616441890859,85.8,28981.99,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16210,0.028018355810914164,0.9719816441890858,96.9,30161.53,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12681,0.022478355810914064,0.9775216441890859,97.61,29578.59,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13078,0.018626355810914097,0.9813736441890859,98.18,29506.7,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15523,0.06613435581091398,0.933865644189086,90.6,28596.14,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12678,0.06387835581091406,0.9361216441890859,92.57,27828.73,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17404,0.11269435581091403,0.887305644189086,84.53,25725.09,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17865,0.03699835581091415,0.9630016441890858,94.95,27262.07,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13564,0.021866355810914118,0.9781336441890859,97.42,26661.35,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14062,0.05119835581091392,0.9488016441890861,94.06,25747.41,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15768,0.6490947555312458,0.35090524446875415,46.84,19876.74,High,Send Email Campaign,Lifecycle messaging is the lowest-friction retention tactic for customers in the medium-risk band.,At Risk,Moderate
17428,0.029086355810914122,0.9709136441890859,96.85,25200.67,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17448,0.6419694137591522,0.3580305862408478,50.78,18644.06,High,Send Email Campaign,Lifecycle messaging is the lowest-friction retention tactic for customers in the medium-risk band.,At Risk,Moderate
15808,0.03145835581091405,0.968541644189086,96.4,25032.99,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13001,0.07697835581091395,0.923021644189086,88.01,23983.02,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12647,0.02122235581091403,0.978777644189086,97.63,24293.77,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17377,0.01253435581091411,0.9874656441890859,98.85,24798.95,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14895,0.05549435581091422,0.9445056441890858,91.95,23778.08,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15760,0.8049907685518072,0.19500923144819277,26.96,13680.87,Critical,VIP Retention,High-value customer with acute churn risk requires white-glove retention handling.,At Risk,High Risk
12939,0.05935035581091408,0.9406496441890859,92.56,22889.97,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14088,0.16845435581091417,0.8315456441890858,77.36,18317.38,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
16019,0.05175435581091414,0.9482456441890859,92.67,23036.22,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12454,0.14292635581091406,0.8570736441890859,81.96,18321.62,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14277,0.134310355810914,0.865689644189086,81.97,20971.07,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15513,0.02124235581091405,0.978757644189086,98.14,22170.85,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15498,0.023430355810914127,0.9765696441890859,97.66,21778.81,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14667,0.015446355810914136,0.9845536441890859,98.63,21652.26,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12409,0.16203835581091397,0.837961644189086,77.82,18060.05,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
12357,0.1735943558109142,0.8264056441890858,77.2,15673.34,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
17243,0.023482355810913957,0.976517644189086,96.98,20729.11,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13687,0.28324235581091406,0.7167576441890859,62.3,13269.51,Medium,Cross Sell,Engaged customers with broad category behavior are good candidates for cross-sell offers.,Needs Attention,Healthy
12682,0.01835435581091427,0.9816456441890857,98.39,20432.02,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16525,0.021226355810914033,0.978773644189086,97.88,20024.52,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17589,0.06039035581091412,0.9396096441890859,91.31,18677.32,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15640,0.039394355810914106,0.9606056441890859,95.41,19501.53,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16746,0.05165435581091404,0.948345644189086,92.26,19417.88,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13340,0.14915035581091418,0.8508496441890858,80.05,17539.17,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12949,0.059922355810914096,0.9400776441890859,91.77,19288.92,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12472,0.040454355810914056,0.9595456441890859,95.73,19319.11,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13319,0.015190355810914102,0.9848096441890859,98.61,19555.25,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14134,0.058054355810914116,0.9419456441890859,91.89,18865.04,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12621,0.024842355810914096,0.9751576441890859,97.84,18662.98,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17044,0.05591035581091408,0.9440896441890859,93.6,18696.97,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14543,0.046446355810914164,0.9535536441890858,93.31,18836.1,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15615,0.06073435581091402,0.939265644189086,90.78,18657.83,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12918,0.8595947685518073,0.14040523144819278,21.62,9069.97,Critical,VIP Retention,High-value customer with acute churn risk requires white-glove retention handling.,At Risk,High Risk
18052,0.8490987685518072,0.15090123144819276,23.56,9063.26,Critical,VIP Retention,High-value customer with acute churn risk requires white-glove retention handling.,At Risk,High Risk
16553,0.06923835581091409,0.9307616441890859,89.02,17846.77,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16652,0.09861835581091394,0.9013816441890861,85.72,17075.57,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
18087,0.05229435581091413,0.9477056441890859,92.97,18270.62,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14299,0.021770355810914133,0.9782296441890859,98.14,18258.54,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16191,0.05740235581091413,0.9425976441890859,93.14,17773.24,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17416,0.07086635581091416,0.9291336441890858,89.58,17463.2,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14028,0.7581947685518072,0.24180523144819277,34.69,10872.95,High,High Priority Follow-up,The customer is at immediate churn risk and should be contacted quickly by the retention team.,At Risk,High Risk
13027,0.06928635581091414,0.9307136441890859,90.93,17119.74,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17716,0.08021435581091407,0.9197856441890859,88.43,17275.25,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17706,0.025990355810914023,0.974009644189086,97.38,17382.54,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17340,0.05408235581091414,0.9459176441890859,95.03,16383.9,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
18172,0.054386355810914,0.945613644189086,91.66,16857.52,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15251,0.10236635581091413,0.8976336441890859,84.76,15837.51,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13225,0.11783435581091406,0.8821656441890859,83.32,15900.74,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17133,0.7148947685518072,0.28510523144819283,41.56,11712.25,High,Send Email Campaign,Lifecycle messaging is the lowest-friction retention tactic for customers in the medium-risk band.,At Risk,Moderate
15093,0.035902355810914055,0.964097644189086,95.57,16703.85,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14045,0.04632235581091404,0.953677644189086,94.51,16264.02,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13952,0.06255035581091406,0.9374496441890859,91.93,16136.85,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14091,0.8154867685518072,0.1845132314481928,26.85,9569.93,Critical,VIP Retention,High-value customer with acute churn risk requires white-glove retention handling.,At Risk,High Risk
14952,0.0702503558109141,0.9297496441890859,89.05,16088.03,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12714,0.10193435581091415,0.8980656441890859,87.19,15519.35,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16843,0.09239035581091404,0.907609644189086,85.15,15502.38,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14961,0.05746235581091408,0.9425376441890859,92.58,15900.77,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15291,0.03322235581091415,0.9667776441890858,95.57,15824.68,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14040,0.055822355810914104,0.9441776441890859,91.6,15280.35,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17139,0.07061435581091413,0.9293856441890859,89.78,14795.28,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12980,0.07357835581091399,0.926421644189086,90.34,14948.36,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12540,0.050162355810914105,0.9498376441890859,93.49,15082.11,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15032,0.06402235581091409,0.9359776441890859,94.0,14840.2,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16549,0.06889835581091397,0.931101644189086,88.99,14106.15,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15358,0.020194355810914,0.979805644189086,98.2,15067.4,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15738,0.031462355810914056,0.9685376441890859,95.98,14728.98,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14160,0.7057787685518073,0.29422123144819273,39.27,9915.91,High,Send Email Campaign,Lifecycle messaging is the lowest-friction retention tactic for customers in the medium-risk band.,At Risk,High Risk
16133,0.039998355810914044,0.960001644189086,94.28,13763.18,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15044,0.04858235581091408,0.9514176441890859,93.32,14252.57,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14739,0.027798355810914055,0.972201644189086,97.01,14490.46,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16126,0.06724635581091398,0.932753644189086,91.94,14128.82,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13178,0.09259035581091402,0.907409644189086,87.06,13786.23,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13206,0.08374235581091405,0.916257644189086,87.54,13862.18,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16656,0.10073035581091405,0.899269644189086,85.01,13551.29,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15601,0.039414355810914126,0.9605856441890859,95.35,14053.1,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15078,0.027830355810913976,0.972169644189086,96.82,13857.28,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14849,0.035518355810914004,0.964481644189086,95.39,13276.3,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13013,0.03436635581091407,0.9656336441890859,95.88,13386.37,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15382,0.09174635581091406,0.9082536441890859,90.09,12913.82,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16782,0.018230355810914256,0.9817696441890857,98.27,13392.08,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12437,0.07003835581091411,0.9299616441890859,89.16,13054.15,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17581,0.03464635581091402,0.965353644189086,95.55,13272.26,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13680,0.6827747685518072,0.3172252314481928,44.31,10089.41,High,Send Email Campaign,Lifecycle messaging is the lowest-friction retention tactic for customers in the medium-risk band.,At Risk,Moderate
14828,0.08231035581091406,0.9176896441890859,88.93,12866.37,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15005,0.02037435581091418,0.9796256441890858,97.79,13344.69,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13468,0.0237343558109141,0.9762656441890859,97.02,13307.51,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16713,0.026202355810914124,0.9737976441890859,97.34,13101.74,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17858,0.031866355810914015,0.968133644189086,96.26,13102.72,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13162,0.06177035581091417,0.9382296441890858,91.9,12843.39,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12668,0.0948903558109141,0.9051096441890859,89.3,12250.68,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14607,0.6818147685518072,0.3181852314481928,44.36,9869.37,High,Send Email Campaign,Lifecycle messaging is the lowest-friction retention tactic for customers in the medium-risk band.,At Risk,Moderate
18225,0.027442355810914032,0.972557644189086,97.55,12994.7,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
18223,0.07330635581091416,0.9266936441890858,89.96,12644.39,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
17364,0.04668635581091407,0.9533136441890859,93.78,12820.62,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16873,0.14776235581091413,0.8522376441890859,79.43,11623.02,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Loyal,Healthy
14049,0.0822343558109141,0.9177656441890859,88.81,11844.54,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15497,0.09351035581091405,0.906489644189086,88.44,12205.14,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15260,0.03504635581091409,0.9649536441890859,95.53,12677.27,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13715,0.04226635581091398,0.957733644189086,94.73,12077.96,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14194,0.07077035581091418,0.9292296441890858,89.54,12168.4,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13097,0.06445835581091408,0.9355416441890859,90.47,12402.99,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
18260,0.043370355810914196,0.9566296441890858,94.34,12470.8,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14110,0.10201835581091412,0.8979816441890859,83.3,12027.82,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
15555,0.020774355810914025,0.979225644189086,97.99,12582.57,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12476,0.08198635581091396,0.918013644189086,87.82,11009.33,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
14426,0.11463835581091408,0.8853616441890859,84.18,11415.79,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
16161,0.026070355810914103,0.9739296441890859,96.8,12145.33,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
13316,0.11248235581091415,0.8875176441890859,85.41,11343.93,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12433,0.08051035581091415,0.9194896441890859,91.69,10733.21,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12583,0.047750355810914136,0.9522496441890859,94.35,12209.32,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
12758,0.7116067685518073,0.2883932314481928,41.85,9149.81,High,Send Email Campaign,Lifecycle messaging is the lowest-friction retention tactic for customers in the medium-risk band.,At Risk,Moderate
18092,0.05873435581091413,0.9412656441890859,95.14,12038.26,Low,Upsell,"The customer is healthy and high-intent, so a targeted upsell can grow wallet share.",Champions,VIP
